location,sex,age,cause,value
South Sudan,Both,0 to 9,Maternal and neonatal disorders,25.83
South Sudan,Male,80 to 89,Cardiovascular diseases,26.59
South Sudan,Male,0 to 9,Maternal and neonatal disorders,27.22
South Sudan,Both,40 to 49,HIV/AIDS and sexually transmitted infections,27.59
South Sudan,Both,70 to 79,Cardiovascular diseases,29.14
South Sudan,Both,90+,Cardiovascular diseases,29.87
South Sudan,Both,80 to 89,Cardiovascular diseases,30.53
South Sudan,Female,20 to 29,HIV/AIDS and sexually transmitted infections,30.88
South Sudan,Female,40 to 49,HIV/AIDS and sexually transmitted infections,32.83
South Sudan,Both,30 to 39,HIV/AIDS and sexually transmitted infections,34.15
South Sudan,Female,70 to 79,Cardiovascular diseases,34.31
South Sudan,Female,90+,Cardiovascular diseases,34.31
South Sudan,Female,80 to 89,Cardiovascular diseases,36.47
South Sudan,Female,30 to 39,HIV/AIDS and sexually transmitted infections,42.88
Spain,Male,30 to 39,Cancer,20.99
Spain,Both,10 to 19,Transport injuries,25.34
Spain,Both,20 to 29,Transport injuries,25.55
Spain,Male,10 to 19,Transport injuries,28.81
Spain,Female,20 to 29,Cancer,28.91
Spain,Male,20 to 29,Transport injuries,29.04
Spain,Both,30 to 39,Cancer,29.44
Spain,Male,80 to 89,Cardiovascular diseases,29.46
Spain,Both,All ages,Cardiovascular diseases,30.68
Spain,Female,10 to 19,Cancer,31.05
Spain,Male,90+,Cardiovascular diseases,32.87
Spain,Both,80 to 89,Cardiovascular diseases,33.63
Spain,Male,40 to 49,Cancer,33.75
Spain,Female,All ages,Cardiovascular diseases,34.75
Spain,Male,All ages,Cancer,35.33
Spain,Female,80 to 89,Cardiovascular diseases,37.36
Spain,Female,70 to 79,Cancer,37.56
Spain,Both,0 to 9,Maternal and neonatal disorders,37.62
Spain,Female,0 to 9,Maternal and neonatal disorders,37.81
Spain,Male,0 to 9,Maternal and neonatal disorders,38.5
Spain,Both,90+,Cardiovascular diseases,39.07
Spain,Both,70 to 79,Cancer,41.56
Spain,Female,90+,Cardiovascular diseases,41.98
Spain,Both,40 to 49,Cancer,42.74
Spain,Male,70 to 79,Cancer,44.04
Spain,Female,30 to 39,Cancer,48.04
Spain,Male,50 to 59,Cancer,49.88
Spain,Male,60 to 69,Cancer,53.73
Spain,Both,60 to 69,Cancer,54.69
Spain,Both,50 to 59,Cancer,54.8
Spain,Female,60 to 69,Cancer,56.82
Spain,Female,40 to 49,Cancer,60.12
Spain,Female,50 to 59,Cancer,65.06
Sri Lanka,Both,10 to 19,Suicide,17.79
Sri Lanka,Both,30 to 39,Suicide,18.32
Sri Lanka,Male,30 to 39,Suicide,20.42
Sri Lanka,Male,10 to 19,Unintentional injuries,20.87
Sri Lanka,Female,30 to 39,Cancer,22.45
Sri Lanka,Female,10 to 19,Suicide,22.5
Sri Lanka,Both,40 to 49,Cardiovascular diseases,23.72
Sri Lanka,Male,40 to 49,Cardiovascular diseases,24.92
Sri Lanka,Female,20 to 29,Suicide,25.84
Sri Lanka,Both,20 to 29,Suicide,26.11
Sri Lanka,Male,20 to 29,Suicide,26.4
Sri Lanka,Both,50 to 59,Cardiovascular diseases,30.37
Sri Lanka,Female,50 to 59,Cancer,32.3
Sri Lanka,Male,50 to 59,Cardiovascular diseases,32.58
Sri Lanka,Female,60 to 69,Cardiovascular diseases,33.04
Sri Lanka,Female,40 to 49,Cancer,33.3
Sri Lanka,Male,All ages,Cardiovascular diseases,33.33
Sri Lanka,Both,All ages,Cardiovascular diseases,34.34
Sri Lanka,Both,60 to 69,Cardiovascular diseases,34.73
Sri Lanka,Female,All ages,Cardiovascular diseases,35.55
Sri Lanka,Male,60 to 69,Cardiovascular diseases,35.88
Sri Lanka,Male,70 to 79,Cardiovascular diseases,38.74
Sri Lanka,Both,70 to 79,Cardiovascular diseases,38.95
Sri Lanka,Female,70 to 79,Cardiovascular diseases,39.21
Sri Lanka,Both,0 to 9,Maternal and neonatal disorders,39.98
Sri Lanka,Female,0 to 9,Maternal and neonatal disorders,39.98
Sri Lanka,Male,80 to 89,Cardiovascular diseases,40.2
Sri Lanka,Male,0 to 9,Maternal and neonatal disorders,40.65
Sri Lanka,Male,90+,Cardiovascular diseases,40.81
Sri Lanka,Both,80 to 89,Cardiovascular diseases,41.13
Sri Lanka,Both,90+,Cardiovascular diseases,41.61
Sri Lanka,Female,80 to 89,Cardiovascular diseases,41.88
Sri Lanka,Female,90+,Cardiovascular diseases,42.15
Sudan,Female,10 to 19,Cardiovascular diseases,12.28
Sudan,Both,20 to 29,Transport injuries,14.78
Sudan,Both,10 to 19,Unintentional injuries,16.05
Sudan,Male,10 to 19,Unintentional injuries,19.34
Sudan,Female,20 to 29,Maternal and neonatal disorders,20.65
Sudan,Male,20 to 29,Transport injuries,20.66
Sudan,Female,30 to 39,HIV/AIDS and sexually transmitted infections,21.61
Sudan,Both,30 to 39,Cardiovascular diseases,22.21
Sudan,Male,30 to 39,Cardiovascular diseases,23.98
Sudan,Female,40 to 49,Cardiovascular diseases,33.53
Sudan,Male,All ages,Cardiovascular diseases,36.3
Sudan,Both,All ages,Cardiovascular diseases,36.78
Sudan,Both,40 to 49,Cardiovascular diseases,37.12
Sudan,Female,All ages,Cardiovascular diseases,37.46
Sudan,Female,0 to 9,Maternal and neonatal disorders,38.58
Sudan,Both,0 to 9,Maternal and neonatal disorders,39.8
Sudan,Male,40 to 49,Cardiovascular diseases,40.14
Sudan,Male,0 to 9,Maternal and neonatal disorders,40.75
Sudan,Female,50 to 59,Cardiovascular diseases,49.41
Sudan,Both,50 to 59,Cardiovascular diseases,51.32
Sudan,Male,50 to 59,Cardiovascular diseases,52.66
Sudan,Male,60 to 69,Cardiovascular diseases,55.76
Sudan,Both,60 to 69,Cardiovascular diseases,56.95
Sudan,Male,70 to 79,Cardiovascular diseases,57.55
Sudan,Female,60 to 69,Cardiovascular diseases,59
Sudan,Male,80 to 89,Cardiovascular diseases,59.22
Sudan,Male,90+,Cardiovascular diseases,59.26
Sudan,Both,70 to 79,Cardiovascular diseases,60.18
Sudan,Both,90+,Cardiovascular diseases,62.07
Sudan,Both,80 to 89,Cardiovascular diseases,62.38
Sudan,Female,70 to 79,Cardiovascular diseases,64.33
Sudan,Female,90+,Cardiovascular diseases,64.97
Sudan,Female,80 to 89,Cardiovascular diseases,66.6
Suriname,Both,30 to 39,HIV/AIDS and sexually transmitted infections,15.3
Suriname,Female,20 to 29,HIV/AIDS and sexually transmitted infections,17.64
Suriname,Male,30 to 39,Suicide,19.82
Suriname,Both,20 to 29,Suicide,21.05
Suriname,Both,10 to 19,Transport injuries,21.56
Suriname,Female,10 to 19,Suicide,23.52
Suriname,Both,40 to 49,Cardiovascular diseases,24.41
Suriname,Female,30 to 39,Cancer,25.8
Suriname,Male,40 to 49,Cardiovascular diseases,25.96
Suriname,Male,20 to 29,Suicide,26.47
Suriname,Male,10 to 19,Transport injuries,30.43
Suriname,Male,All ages,Cardiovascular diseases,31.18
Suriname,Female,50 to 59,Cardiovascular diseases,32.4
Suriname,Both,All ages,Cardiovascular diseases,32.63
Suriname,Both,50 to 59,Cardiovascular diseases,33.54
Suriname,Female,40 to 49,Cancer,33.67
Suriname,Female,All ages,Cardiovascular diseases,34.55
Suriname,Male,50 to 59,Cardiovascular diseases,35.95
Suriname,Female,60 to 69,Cardiovascular diseases,38.2
Suriname,Both,60 to 69,Cardiovascular diseases,39.15
Suriname,Male,80 to 89,Cardiovascular diseases,39.47
Suriname,Male,70 to 79,Cardiovascular diseases,39.77
Suriname,Male,60 to 69,Cardiovascular diseases,40.8
Suriname,Both,70 to 79,Cardiovascular diseases,41.1
Suriname,Male,90+,Cardiovascular diseases,41.93
Suriname,Both,80 to 89,Cardiovascular diseases,42.48
Suriname,Female,70 to 79,Cardiovascular diseases,44.25
Suriname,Both,90+,Cardiovascular diseases,44.48
Suriname,Female,80 to 89,Cardiovascular diseases,46.48
Suriname,Female,90+,Cardiovascular diseases,48.5
Suriname,Both,0 to 9,Maternal and neonatal disorders,57.77
Suriname,Female,0 to 9,Maternal and neonatal disorders,59.34
Suriname,Male,0 to 9,Maternal and neonatal disorders,61.98
Sweden,Both,10 to 19,Suicide,24.18
Sweden,Male,10 to 19,Suicide,24.46
Sweden,Both,30 to 39,Suicide,24.65
Sweden,Male,30 to 39,Substance use disorders,25.71
Sweden,Male,40 to 49,Cancer,26.6
Sweden,Female,10 to 19,Cancer,28
Sweden,Male,20 to 29,Suicide,30.04
Sweden,Both,20 to 29,Suicide,30.91
Sweden,Male,50 to 59,Cancer,36.09
Sweden,Female,20 to 29,Suicide,37.12
Sweden,Male,All ages,Cardiovascular diseases,37.23
Sweden,Both,40 to 49,Cancer,37.99
Sweden,Both,All ages,Cardiovascular diseases,38.47
Sweden,Both,0 to 9,Maternal and neonatal disorders,38.62
Sweden,Female,All ages,Cardiovascular diseases,39.71
Sweden,Male,70 to 79,Cancer,39.9
Sweden,Female,0 to 9,Other non-communicable diseases,41.6
Sweden,Both,70 to 79,Cancer,41.77
Sweden,Male,80 to 89,Cardiovascular diseases,42.17
Sweden,Male,0 to 9,Maternal and neonatal disorders,42.42
Sweden,Female,30 to 39,Cancer,42.6
Sweden,Male,60 to 69,Cancer,43.2
Sweden,Both,80 to 89,Cardiovascular diseases,43.57
Sweden,Female,70 to 79,Cancer,44.47
Sweden,Female,80 to 89,Cardiovascular diseases,45
Sweden,Both,50 to 59,Cancer,45.56
Sweden,Male,90+,Cardiovascular diseases,47.38
Sweden,Both,60 to 69,Cancer,48.95
Sweden,Both,90+,Cardiovascular diseases,50.39
Sweden,Female,90+,Cardiovascular diseases,52.04
Sweden,Female,40 to 49,Cancer,57.03
Sweden,Female,60 to 69,Cancer,57.76
Sweden,Female,50 to 59,Cancer,61.02
Switzerland,Both,10 to 19,Suicide,22.93
Switzerland,Male,30 to 39,Suicide,25.28
Switzerland,Male,10 to 19,Suicide,26.47
Switzerland,Both,30 to 39,Cancer,27.12
Switzerland,Female,20 to 29,Suicide,27.63
Switzerland,Female,10 to 19,Cancer,31.03
Switzerland,Both,20 to 29,Suicide,31.26
Switzerland,Male,40 to 49,Cancer,31.55
Switzerland,Male,All ages,Cancer,33.27
Switzerland,Male,20 to 29,Suicide,33.73
Switzerland,Both,All ages,Cardiovascular diseases,34.33
Switzerland,Female,All ages,Cardiovascular diseases,36.8
Switzerland,Male,80 to 89,Cardiovascular diseases,36.98
Switzerland,Both,80 to 89,Cardiovascular diseases,38.71
Switzerland,Female,80 to 89,Cardiovascular diseases,40.34
Switzerland,Both,40 to 49,Cancer,40.71
Switzerland,Female,30 to 39,Cancer,41.08
Switzerland,Male,70 to 79,Cancer,43.46
Switzerland,Both,70 to 79,Cancer,43.54
Switzerland,Female,70 to 79,Cancer,43.81
Switzerland,Male,90+,Cardiovascular diseases,44.04
Switzerland,Both,0 to 9,Maternal and neonatal disorders,44.27
Switzerland,Male,50 to 59,Cancer,45.49
Switzerland,Male,0 to 9,Maternal and neonatal disorders,45.66
Switzerland,Female,0 to 9,Maternal and neonatal disorders,46.52
Switzerland,Both,90+,Cardiovascular diseases,47.5
Switzerland,Female,90+,Cardiovascular diseases,49.18
Switzerland,Male,60 to 69,Cancer,50.57
Switzerland,Both,50 to 59,Cancer,51.67
Switzerland,Both,60 to 69,Cancer,53.99
Switzerland,Female,40 to 49,Cancer,56.31
Switzerland,Female,60 to 69,Cancer,60.02
Switzerland,Female,50 to 59,Cancer,62.71
Syrian Arab Republic,Both,10 to 19,Cardiovascular diseases,17.7
Syrian Arab Republic,Female,10 to 19,Cardiovascular diseases,19.97
Syrian Arab Republic,Male,10 to 19,Transport injuries,20.38
Syrian Arab Republic,Male,20 to 29,Cardiovascular diseases,22.95
Syrian Arab Republic,Both,20 to 29,Cardiovascular diseases,25.87
Syrian Arab Republic,Female,0 to 9,Maternal and neonatal disorders,27.73
Syrian Arab Republic,Both,0 to 9,Maternal and neonatal disorders,28.92
Syrian Arab Republic,Male,0 to 9,Maternal and neonatal disorders,30.13
Syrian Arab Republic,Female,20 to 29,Cardiovascular diseases,30.34
Syrian Arab Republic,Both,30 to 39,Cardiovascular diseases,38.73
Syrian Arab Republic,Male,30 to 39,Cardiovascular diseases,39.09
Syrian Arab Republic,Female,30 to 39,Cardiovascular diseases,39.19
Syrian Arab Republic,Female,40 to 49,Cardiovascular diseases,45.3
Syrian Arab Republic,Both,40 to 49,Cardiovascular diseases,49.58
Syrian Arab Republic,Female,50 to 59,Cardiovascular diseases,51.05
Syrian Arab Republic,Male,40 to 49,Cardiovascular diseases,52.6
Syrian Arab Republic,Male,All ages,Cardiovascular diseases,53.99
Syrian Arab Republic,Both,All ages,Cardiovascular diseases,54.11
Syrian Arab Republic,Female,All ages,Cardiovascular diseases,54.29
Syrian Arab Republic,Both,50 to 59,Cardiovascular diseases,55.73
Syrian Arab Republic,Female,60 to 69,Cardiovascular diseases,56.72
Syrian Arab Republic,Both,60 to 69,Cardiovascular diseases,58.17
Syrian Arab Republic,Male,50 to 59,Cardiovascular diseases,58.5
Syrian Arab Republic,Male,60 to 69,Cardiovascular diseases,59.16
Syrian Arab Republic,Male,70 to 79,Cardiovascular diseases,59.17
Syrian Arab Republic,Male,80 to 89,Cardiovascular diseases,59.77
Syrian Arab Republic,Both,70 to 79,Cardiovascular diseases,59.87
Syrian Arab Republic,Female,70 to 79,Cardiovascular diseases,60.83
Syrian Arab Republic,Both,90+,Cardiovascular diseases,61.7
Syrian Arab Republic,Female,90+,Cardiovascular diseases,62.06
Syrian Arab Republic,Male,90+,Cardiovascular diseases,62.13
Syrian Arab Republic,Both,80 to 89,Cardiovascular diseases,62.41
Syrian Arab Republic,Female,80 to 89,Cardiovascular diseases,65.19
Taiwan (Province of China),Male,30 to 39,Cancer,20.16
Taiwan (Province of China),Both,30 to 39,Cancer,24.75
Taiwan (Province of China),Male,80 to 89,Cancer,24.96
Taiwan (Province of China),Both,80 to 89,Cardiovascular diseases,25.65
Taiwan (Province of China),Female,20 to 29,Suicide,27.14
Taiwan (Province of China),Female,80 to 89,Cardiovascular diseases,27.44
Taiwan (Province of China),Both,20 to 29,Transport injuries,27.77
Taiwan (Province of China),Male,90+,Cardiovascular diseases,27.99
Taiwan (Province of China),Female,All ages,Cancer,28.63
Taiwan (Province of China),Both,90+,Cardiovascular diseases,29.61
Taiwan (Province of China),Both,All ages,Cancer,30.72
Taiwan (Province of China),Female,90+,Cardiovascular diseases,31.1
Taiwan (Province of China),Male,20 to 29,Transport injuries,31.79
Taiwan (Province of China),Male,All ages,Cancer,32.22
Taiwan (Province of China),Female,10 to 19,Transport injuries,32.9
Taiwan (Province of China),Female,70 to 79,Cancer,33.07
Taiwan (Province of China),Male,40 to 49,Cancer,34.09
Taiwan (Province of China),Both,70 to 79,Cancer,34.99
Taiwan (Province of China),Male,70 to 79,Cancer,36.37
Taiwan (Province of China),Both,0 to 9,Maternal and neonatal disorders,36.59
Taiwan (Province of China),Male,0 to 9,Maternal and neonatal disorders,37.07
Taiwan (Province of China),Female,0 to 9,Maternal and neonatal disorders,37.69
Taiwan (Province of China),Female,30 to 39,Cancer,37.79
Taiwan (Province of China),Both,40 to 49,Cancer,38.82
Taiwan (Province of China),Both,10 to 19,Transport injuries,41.92
Taiwan (Province of China),Male,50 to 59,Cancer,43.12
Taiwan (Province of China),Male,60 to 69,Cancer,43.52
Taiwan (Province of China),Both,60 to 69,Cancer,44.36
Taiwan (Province of China),Female,60 to 69,Cancer,46.05
Taiwan (Province of China),Both,50 to 59,Cancer,46.61
Taiwan (Province of China),Male,10 to 19,Transport injuries,47.34
Taiwan (Province of China),Female,40 to 49,Cancer,52.45
Taiwan (Province of China),Female,50 to 59,Cancer,55.2
Tajikistan,Both,20 to 29,Unintentional injuries,14.14
Tajikistan,Male,30 to 39,Cardiovascular diseases,16.5
Tajikistan,Female,20 to 29,Cancer,16.64
Tajikistan,Female,10 to 19,Respiratory infections and tuberculosis,17.06
Tajikistan,Both,30 to 39,Cardiovascular diseases,17.31
Tajikistan,Male,20 to 29,Unintentional injuries,18.42
Tajikistan,Both,10 to 19,Unintentional injuries,19.31
Tajikistan,Female,30 to 39,Cancer,22.48
Tajikistan,Male,10 to 19,Unintentional injuries,23.75
Tajikistan,Female,0 to 9,Maternal and neonatal disorders,31.26
Tajikistan,Female,40 to 49,Cardiovascular diseases,31.31
Tajikistan,Both,0 to 9,Maternal and neonatal disorders,31.87
Tajikistan,Male,0 to 9,Maternal and neonatal disorders,32.41
Tajikistan,Both,40 to 49,Cardiovascular diseases,32.76
Tajikistan,Male,40 to 49,Cardiovascular diseases,33.9
Tajikistan,Male,All ages,Cardiovascular diseases,43.21
Tajikistan,Both,All ages,Cardiovascular diseases,44.88
Tajikistan,Female,50 to 59,Cardiovascular diseases,46.56
Tajikistan,Female,All ages,Cardiovascular diseases,47.03
Tajikistan,Both,50 to 59,Cardiovascular diseases,49.24
Tajikistan,Male,50 to 59,Cardiovascular diseases,51.29
Tajikistan,Female,60 to 69,Cardiovascular diseases,59.5
Tajikistan,Both,60 to 69,Cardiovascular diseases,60.31
Tajikistan,Male,60 to 69,Cardiovascular diseases,61.13
Tajikistan,Male,70 to 79,Cardiovascular diseases,69.35
Tajikistan,Both,70 to 79,Cardiovascular diseases,70.17
Tajikistan,Female,70 to 79,Cardiovascular diseases,71.48
Tajikistan,Male,80 to 89,Cardiovascular diseases,74.19
Tajikistan,Both,80 to 89,Cardiovascular diseases,74.83
Tajikistan,Both,90+,Cardiovascular diseases,75.18
Tajikistan,Female,90+,Cardiovascular diseases,75.63
Tajikistan,Female,80 to 89,Cardiovascular diseases,75.81
Tajikistan,Male,90+,Cardiovascular diseases,76.1
Thailand,Both,30 to 39,HIV/AIDS and sexually transmitted infections,15.78
Thailand,Male,30 to 39,Transport injuries,17.64
Thailand,Female,20 to 29,Transport injuries,18.56
Thailand,Male,40 to 49,Cancer,19.01
Thailand,Both,All ages,Cardiovascular diseases,23.28
Thailand,Male,All ages,Cancer,23.32
Thailand,Both,40 to 49,Cancer,23.59
Thailand,Female,30 to 39,HIV/AIDS and sexually transmitted infections,24.07
Thailand,Female,All ages,Cardiovascular diseases,24.73
Thailand,Female,70 to 79,Cardiovascular diseases,25.75
Thailand,Female,10 to 19,Transport injuries,26.59
Thailand,Both,70 to 79,Cancer,26.85
Thailand,Male,80 to 89,Cardiovascular diseases,27.88
Thailand,Male,70 to 79,Cancer,28.59
Thailand,Male,0 to 9,Maternal and neonatal disorders,28.89
Thailand,Both,0 to 9,Maternal and neonatal disorders,29.35
Thailand,Both,80 to 89,Cardiovascular diseases,29.76
Thailand,Male,50 to 59,Cancer,30.06
Thailand,Female,0 to 9,Maternal and neonatal disorders,30.21
Thailand,Both,20 to 29,Transport injuries,30.51
Thailand,Female,80 to 89,Cardiovascular diseases,31.33
Thailand,Male,60 to 69,Cancer,33.1
Thailand,Both,60 to 69,Cancer,33.21
Thailand,Both,50 to 59,Cancer,33.31
Thailand,Female,60 to 69,Cancer,33.38
Thailand,Male,20 to 29,Transport injuries,33.87
Thailand,Female,40 to 49,Cancer,34.35
Thailand,Female,90+,Cardiovascular diseases,34.44
Thailand,Both,90+,Cardiovascular diseases,34.5
Thailand,Male,90+,Cardiovascular diseases,34.62
Thailand,Both,10 to 19,Transport injuries,37.51
Thailand,Female,50 to 59,Cancer,39.42
Thailand,Male,10 to 19,Transport injuries,42.05
Timor-Leste,Female,10 to 19,Cancer,11.86
Timor-Leste,Both,20 to 29,Transport injuries,15.13
Timor-Leste,Both,10 to 19,Transport injuries,16.85
Timor-Leste,Both,30 to 39,Cardiovascular diseases,17.54
Timor-Leste,Female,30 to 39,Maternal and neonatal disorders,20.22
Timor-Leste,Male,30 to 39,Cardiovascular diseases,20.33
Timor-Leste,Female,20 to 29,Maternal and neonatal disorders,20.93
Timor-Leste,Male,10 to 19,Transport injuries,21.29
Timor-Leste,Male,20 to 29,Transport injuries,21.33
Timor-Leste,Female,40 to 49,Cardiovascular diseases,26.55
Timor-Leste,Both,40 to 49,Cardiovascular diseases,27.84
Timor-Leste,Male,40 to 49,Cardiovascular diseases,30.25
Timor-Leste,Male,All ages,Cardiovascular diseases,30.4
Timor-Leste,Both,All ages,Cardiovascular diseases,31.74
Timor-Leste,Female,All ages,Cardiovascular diseases,33.51
Timor-Leste,Both,50 to 59,Cardiovascular diseases,37.46
Timor-Leste,Female,50 to 59,Cardiovascular diseases,37.94
Timor-Leste,Female,0 to 9,Maternal and neonatal disorders,38.04
Timor-Leste,Male,50 to 59,Cardiovascular diseases,38.86
Timor-Leste,Both,0 to 9,Maternal and neonatal disorders,40.47
Timor-Leste,Male,60 to 69,Cardiovascular diseases,41.06
Timor-Leste,Both,60 to 69,Cardiovascular diseases,41.57
Timor-Leste,Male,70 to 79,Cardiovascular diseases,42.6
